author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,election,candidate,date
foxmental.bsky.social,Jack C.M,"The Election is Crazy... Peanut The Squirrel Bomb Threats, Joe Rogan vs Billie Eilish, & More. #PDS Via @phillydefranco #Politics 🇺🇸 🗳️ #Election2024",2024-11-05T22:00:01.737Z,0,0,0,['phillydefranco'],False,#Election2024,US_2024,Neutral,2024-11-05
ufw.bsky.social,United Farm Workers,"Vanessa is a farm worker who labors in the grapes. She just voted and shared, ""I voted for Kamala because immigration is a major priority for me, and I believe Trump would be a terrible choice for immigrants."" #Vote #Election2024",2024-11-05T21:58:55.818Z,259,42,1,[],False,#Election2024,US_2024,Neutral,2024-11-05
derrydoberman.nub.dog,Derry Doberman,Who else is getting FUCKED UP tonight?!? #America #Vote #Election2024,2024-11-05T21:58:30.237Z,4,0,1,[],False,#Election2024,US_2024,Neutral,2024-11-05
blurrygil.bsky.social,Blurrygil,"Charles Snowden of the Raiders confirmed GOATed 🔥

#Vote2024 #VoteKamala #Election2024",2024-11-05T21:58:24.566Z,0,0,0,[],False,#Election2024,US_2024,CandidateB,2024-11-05
mixelscraft64.bsky.social,Mixelscraft64 | I LOVE MIXELS | COMS ARE OPEN,"a toxic debate between mother and daughter.
#myart #ocs #dragoness #dragon #Election2024",2024-11-05T21:57:29.731Z,45,4,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
wsupppa.bsky.social,WSU PPPA,"WSU PPPA's Dr. Ridout, Dr. Long and WWU's Dr. Donovan provided exciting predictions for the Presidential and Washington State elections.  Foley Institute's Dr. Clayton moderated the Nov 5, 2024 election predictions.   
#WSUPPPA #election2024 #ElectionDay #WSU #pppaproud #GoCougs #foleyinstitute",2024-11-05T21:56:17.219Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
lilycordova.bsky.social,Lily Cordova,"If the polls close and you are already in line, you are still legally allowed to vote. Do not let anyone tell you any different. If they do, they are lying to you. Stay in line. DO NOT leave. 
#Election2024 #Election",2024-11-05T21:55:51.065Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
jaredrutecki.bsky.social,Jared Rutecki,Ballots cast by hour as of 3 pm from the Chicago Board of Elections. #Election2024,2024-11-05T21:55:45.280Z,1,0,0,[],True,#Election2024,US_2024,Neutral,2024-11-05
jasonluthor.com,🎅 Santa Luthor 🎅,"ELECTION UPDATE: First exit polls drop in ten minutes! 

#Election2024",2024-11-05T21:50:42.864Z,3,2,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
johnmurrell.bsky.social,John Murrell,"For #TextureTuesday and #ElectionDay, this is the weave that matters; don't let it unravel.
#Photography #Election2024 📷",2024-11-05T21:50:21.584Z,47,4,1,[],False,#Election2024,US_2024,Neutral,2024-11-05
a-b-evans.bsky.social,Dr Adam Evans,What time do the first attempted insurrection results come in? #USelection2024 #Election2024,2024-11-05T21:47:44.843Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
6t76t.bsky.social,Melogold Necklace - Hetjoshi Fanatic since 2007,"No matter who we voted for, we all know there's at least one person who just wants to watch the world burn. #Election2024 #IVoted",2024-11-05T21:47:29.615Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
us.theconversation.com,The Conversation U.S.,"If all goes well on Election Day, poll watchers’ jobs will be tedious. They will simply watch voters performing the key acts of democracy: filing into the precinct, engaging with poll workers and casting ballots.

But that’s if all goes well.
https://buff.ly/3Cdn5uW 
#polisky #election2024",2024-11-05T21:45:00.373Z,7,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
w46n40.bsky.social,╚W46N40╝,"#Election2024 #Trump #Kamala #FightforAmerica 
#ElectionDay
...mais aí uns 20 minutos, começar a chegar os VOTOS DEPOSITADOS NAS URNAS DA HAVAN DE TODO O BRASIL e principalmente DA HAVAN DE BALNEARIO CAMBORIÚ",2024-11-05T21:44:41.776Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
b2o6n4.bsky.social,Woke Not Broke 🇺🇸🏳️‍🌈,"Chip in to support Iowa Senate Dems!  

secure.actblue.com/donate/smf-t...

#Politics #USPolitics #Iowa #IowaPolitics #Democrats #Election2024 #2024Election #IowaSenate #VoteBlue #VoteBlue2024 #Donate #MakeADonation",2024-11-05T21:44:35.216Z,0,0,0,[],False,#Election2024,US_2024,CandidateB,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Nick Newman on voting day in the US #Election2024  #polls #USElection2024 – political cartoon gallery in London original-political-cartoon.com,2024-11-05T21:44:03.405Z,1,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
thezacmurphy.bsky.social,Zac Murphy,I’ll say it here for literally one person to see at this point LMAO but Decisions are made by those who show up! Go Vote! #vote #election2024,2024-11-05T21:44:02.805Z,2,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
infosecsherpa.bsky.social,InfoSecSherpa 🏔️,"""Where to find freebies for voters in #Philadelphia on Election Day 2024. Wear your ‘I Voted’ sticker and be rewarded with beer, latkes, cookies and more."" via @billy_penn #Election2024 #ElectionDay #Philly 
billypenn.com/2024/11/04/i...",2024-11-05T21:43:51.025Z,2,1,0,['billy_penn'],False,#Election2024,US_2024,Neutral,2024-11-05
punonmyface.bsky.social,Pun On My Face,Keep your eyes glued here for #election2024 updates,2024-11-05T21:43:44.656Z,0,0,1,[],False,#Election2024,US_2024,Neutral,2024-11-05
w46n40.bsky.social,╚W46N40╝,"@mauricioricardo.bsky.social @maufalavigna.bsky.social @mauriciolavenere.bsky.social @flaviorcosta.bsky.social
#Election2024 #Trump #Kamala #ElectionDay
...mais uns 20 minutos, começar a chegar os VOTOS DEPOSITADOS NAS URNAS DA HAVAN DE TODO O BRASIL e principalmente DA HAVAN DE BALNEARIO CAMBORIÚ",2024-11-05T21:42:46.005Z,1,0,0,"['mauricioricardo.bsky.social', 'maufalavigna.bsky.social', 'mauriciolavenere.bsky.social', 'flaviorcosta.bsky.social']",False,#Election2024,US_2024,Neutral,2024-11-05
abdokro.bsky.social,L'ÂNE KROKRO,"I am taking advantage of the hashtags #ElectionDay, #Election2024 and #USElection2024 to remind you that I am still selling a Renault Fuego 2.2 GTA Max from 1985, only 70'000 km (original engine).
Price : 3'000$ to be discussed.",2024-11-05T21:41:42.456Z,25,2,2,[],False,#Election2024,US_2024,Neutral,2024-11-05
b2o6n4.bsky.social,Woke Not Broke 🇺🇸🏳️‍🌈,"HAPPENING NOW TILL 8PM Eastern…….The Many over MAGA Phonebank: Call white voters with SURJ 

www.mobilize.us/surj/event/6...

#Politics #USPolitics #Election2024 #2024Election #Democrats #VoteBlue #VoteBlue2024 #PhoneBank #Volunteer",2024-11-05T21:41:31.878Z,0,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
shanedagoat.bsky.social,ShaneGoat,"GRAAAAH I VOTED GRAAAAAH GO VOTE IF YOURE ABLE RAAAAAWR
#election2024 #politics",2024-11-05T21:40:06.267Z,3,0,0,[],False,#Election2024,US_2024,Neutral,2024-11-05
foxmental.bsky.social,Jack C.M,When Do the Polls Close in Each State on Election Day 2024? Via @thewrap #Politics 🇺🇸 🗳️ #Election2024,2024-11-05T21:40:00.580Z,0,0,0,['thewrap'],False,#Election2024,US_2024,Neutral,2024-11-05
